#z			Da Mpc			Dl Mpc  (matter=0.3, lambda=0.7,Ho=70km/sMpc)
0			0.000 		 	0.0		
0.2			680.6			980.1
0.4			1108.2			2172.1
0.6			1378.9			3530.1
0.8			1548.6			5017.5	
1.0			1651.8			6607.2			
1.2			1710.5			8278.8
1.4			1739.1			10017.5
1.6			1747.4 			11812.1
1.8			1741.6 			13654.2
2.0			1726.4			15537.2
2.2			1704.7			17456.0
2.4			1678.8			19406.5
2.6			1650.1			21385.3
2.8			1619.8			23389.7
3.0			1588.6 			25417.2
